cui,umls_concept
C4478240,Subpulmonic stenosis
C0265879,Postductal coarctation of aorta
C0265878,Preductal coarctation of aorta
C0232164,Cardiac function
C2708283,Clinical presentation
C0886296,Nursing interventions
C0010066,Coronary Care Units
C0520997,"Thrombolysis, function"
C4763881,Endovascular Stenting
C0443198,Diagonal
C3640712,Second left marginal artery
C0226047,Posterior interventricular branch of right coronary artery
C1879887,Blockage within Medical Device
C0002965,"Angina, Unstable"
C0333307,Superficial ulcer
C0332469,Fissure
C0013463,Earthquakes
C2827483,Fixed Specimen
C0205267,Intermittent
C0001443,adenosine
C0017887,nitroglycerin
C1655270,Endomyocardium
C0002978,angiogram
C1156962,aerobactin metabolic process
C0596473,Early Diagnosis
C1261316,Right coronary artery structure
C0226032,Anterior descending branch of left coronary artery
C0333514,Zonal necrosis
C1515017,Subendocardial Layer
C0587267,Closed
within the first few days of life,within the first few days of life
C0449286,Degree or extent
C0332882,congenital obstruction
C0205171,Singular
C0030650,Legal patent
C0812387,Feels cold
C0004153,Atherosclerosis
C2242703,Cardio-Renal Syndrome
C1880089,Circumflex
C1428863,TET1 gene
C0035569,Ricin
C1293130,Stabilization
C3642476,Subendocardial Myocardial Infarction by ECG Finding
C0262568,Subendocardial myocardial infarction
C0949366,Vulnerable Populations
C0086908,Repetitive Region
C0206250,Autonomic nerve structure
C0027054,Myocardial Reperfusion
C0006684,Calcium Channel Blockers
C0506214,Lumen of coronary artery
C0678861,Arterial blood supply
C0333561,Transmural infarct
C0450429,Location
C0449238,Duration (temporal concept)
C3640705,Proximal Left Anterior Descending Artery
C0504056,Inferior wall of left ventricle
C2825209,Coronary Graft Anastomoses
C0022917,Lactate Dehydrogenase
C1442837,Myocardial necrosis
C0018017,objective (goal)
C0020600,hypochlorous acid
C2611253,leukocyte aggregation
C0259749,Autonomic neuropathy
C0034107,Pulse taking
C0520888,Inverted T wave
C5205552,Clinical Laboratory Evaluation Program
C0333730,Contraction bands
C0027078,Myoglobin
C0010290,Creatine Kinase MB Isoenzyme
C0041199,Troponin
C0077401,Troponin I
C0041070,Trinitrotoluene
C4255010,Non-ST Elevated Myocardial Infarction
C0149957,Dysfunction of papillary muscle
C3278923,Dilated ventricles (finding)
C0392041,Infarction of testis
C0018813,Myocardial rupture
C1959587,Ventricular Free Wall Rupture
C0155713,Rupture of papillary muscle
C0018794,Heart Block
C0205111,Apical
C0080309,Ventricular Function
C4084729,Cardiac Stem Cell
C2753245,cardiac muscle tissue regeneration
C0728938,Partial
C0140145,"APEX1 protein, human"
C0206275,Widowhood
C0226037,Structure of circumflex branch of left coronary artery
C0442072,Left lateral wall
C0442071,Posterior wall
C5679897,Secondary hypereosinophilic syndrome
C0429089,Electrocardiogram Q waves test
C1839341,Abnormal T-wave
C0487602,Staining method
C1334962,Neutrophilic infiltrate
C0243079,microvasculature
C0022359,Jaw
C0230185,Epigastrium
C0230347,Left upper arm structure
C0230131,Posterior chest wall
C3538889,"Troponin T, Cardiac Muscle"
C0010287,Creatine Kinase
C3899956,Basal Myofiber
C0746730,myocardial injury
C3272308,Injury of cardiac valve
C0242350,Erectile dysfunction
C0080310,Left Ventricular Function
C1698480,Supraventricular tachyarrhythmia
C0151636,Premature ventricular contractions
C0042514,"Tachycardia, Ventricular"
C0232267,Pericardial friction rub
C0009813,Constriction procedure
C1260883,Mural thrombus of heart
C4331498,Ventricular Involvement Only
30%,30%
C0349782,Ischemic cardiomyopathy
C0205213,Low frequency (qualifier value)
C0808232,Therapeutic Intervention
C0004247,Structure of atrioventricular node
C0085614,First degree atrioventricular block
C0264906,Second degree atrioventricular block
C0151517,Complete atrioventricular block
C1705970,Electrical Current
C0023976,Long QT Syndrome
C0035273,Resuscitation procedure
C0205249,Healed
C0238703,Athletes
C0021107,Implantation procedure
C0810516,Defibrillator/Cardioverters
C0340279,Ventricular hypertrophy
C0152105,Hypertensive heart disease
C4704895,Framingham Heart Study
C0238074,Chronic pulmonary heart disease
C0155672,Acute cor pulmonale
C3258293,Valvular disease
C0231179,Insufficiency
C0232605,Regurgitates after swallowing
C0018808,Heart murmur
C0264766,Rheumatic mitral stenosis
C0241654,Abnormal heart valve morphology
C1880269,biologic degeneration
C1835130,Premature calcification of mitral annulus
C1096249,Calcification of the aorta
C0018824,Heart valve disease
C0428791,Aortic valve calcification
C1185742,Commissure
C0180259,Dental cusp
C0264885,Myxoid transformation of mitral valve
C0225949,Leaflet of mitral valve
C0036439,"Scoliosis, unspecified"
C0008484,Structure of chordae tendineae cordis
C0333451,Myxoid degeneration
C0425643,Mid-systolic click
C0043037,wartlike skin lesion
C0855329,Electrocardiographic changes
C0018796,Cardiac conduction system
C0443318,Sustained
C0946292,polarization
C0030252,Palpitations
C0280558,cisplatin/cyclophosphamide/etoposide/vincristine protocol
C1519308,Signal Induction
C0037052,Sick Sinus Syndrome
C0030163,Artificial cardiac pacemaker
C0023677,Life Support Care
C3887511,Evidence
C0180432,"Dilators, Surgical, Cardiac"
C0264694,Chronic myocardial ischemia
C0225947,Structure of anulus fibrosus of mitral orifice
C4288280,Right Ventricular Free Wall
C0332306,Quality
C0232262,Diastolic Murmurs
C2004489,Regurgitation
C0262436,"Cardiac valvular dysplasia, X-linked"
C0334129,fibrotic
C0015827,fenfluramine
C1185729,Cusp (anatomic)
C0028408,North Dakota (geographic location)
C0444567,Ostium
C1839798,Long nose
C0392758,Thinned
C0262384,Atypical chest pain
C0409818,"Chronic Infantile Neurological, Cutaneous, and Articular Syndrome"
C0086996,Socioeconomic Status
C0332189,Episode of
C0240344,Migratory polyarthritis
C0152113,Rheumatic Chorea
C4086768,Reactivation
C0869523,Carditis
C0175708,Chronic rheumatic heart disease
C0396849,Mitral valvuloplasty
C0175649,Prosthesis
C0375268,Acute endocarditis
C0264863,Subacute endocarditis
C0318157,Streptococcus viridans group
C0231203,predisposed
C0277537,Subacute disease
C5239551,Valve Replacement
C1318973,Staphylococcus aureus infection
C0007130,Mucinous Adenocarcinoma
C0877208,Peripartum cardiomyopathy
C2717878,Genetic Association Studies
C0949610,Mitochondrial Proteins
C0010243,coxsackieviruses B
C0010852,Cytoskeletal Proteins
C0852036,Pregnancy associated hypertension
C0033371,prolactin
C0553980,Endomyocardial Fibrosis
C3242229,ineffective
C0232174,Cardiac ejection fraction
C0231230,Fatigability
C0332251,Predominate
C0332183,Frequently
C0038395,Streptococcal Infections
C0075301,streptolysin O
C0011522,deoxyribonucleases
C0151811,Subcutaneous nodule
C0334141,Deforming fibrosis
C0376315,Manufactured form
50% to 60% of cases (of ie) on damaged or deformed valves,50% to 60% of cases (of ie) on damaged or deformed valves
C0025966,Micrococcus
C0018479,Hemophilus
C0001248,Actinobacillus
C0315055,Cardiobacterium (genus)
C0085482,Eikenella
C0206360,Kingella (bacterial genus)
C1764827,Isolate - microorganism
C1548787,Appropriate
C0547045,Chronicity
C0086525,Lassitude
C0240916,Roth spots
C0240608,Osler's node
C0001925,Albuminuria
98%,98%
C0085496,Streptococcus bovis
60% to 90%,60% to 90%
C1862184,Chronic disseminated intravascular coagulation
C0225882,Structure of endocardium of ventricle
C0227426,Structure of anal valves
C0242391,Cell Membrane Proteins
C0340436,Cardiac beriberi
C0196940,Nerve Expansion
C0085842,Artificial Ventricle
C0456150,Mechanical assistance
C0349788,Arrhythmogenic Right Ventricular Dysplasia
C1334295,JUP gene
C0137209,plakoglobin
C1514989,Strenuous Exercise
C0213150,myosin-binding protein C
C0027119,Ventricular beta-Myosin
C0026597,Motion
C0428642,Pulmonary artery pressure
C0231807,Dyspnea on exertion
C0333966,Giant hypertrophy
C0442004,Septal
C0206143,Loeffler's Endocarditis
C2757011,Tyrosine Kinase Inhibitors [MoA]
C0189785,Endomyocardial biopsy (procedure)
C0010247,Coxsackie Viruses
C4331503,Virus-specific Cytotoxic T-lymphocytes
C0041221,Trypanosoma cruzi
C0041234,Chagas Disease
C0040896,Trichinellosis
C0876994,Cardiotoxicity
C0003234,Anthracycline Antibiotics
C0023870,lithium
C0031436,Phenothiazines
C0008269,chloroquine
C0014479,ephedrine
C0265122,Disorder of pericardium
C0265149,Acute purulent pericarditis
C0041948,Uremia
C0155679,Acute pericarditis
C0265144,Chronic constrictive pericarditis
C0027149,Myxoma
C1947920,Cardiac Papillary Fibroelastoma
C0035411,Rhabdomyoma
C0439665,Purulent
C1332852,Cardiac rhabdomyoma
C0041341,Tuberous Sclerosis
C0013516,Echocardiography
C0684215,Intercalated disc
C1816732,negative energy taxis
C0234130,Motor function (observable entity)
C0225912,Outflow tract of left ventricle
C0694547,SYSTOLIC EJECTION MURMUR
C1956032,Cardiotoxins
C0332514,Asymmetry (qualifier value)
C3687252,Eosinophilic inflammation
C0441587,Clinical act of insertion
C5392067,Immune Checkpoint Blockade
C1512045,Dose-dependent
C0012550,Diphtheria Toxin
C0581296,intracranial lesion
C0225326,fiber
"less than 50 cc of thin, clear, straw-colored fluid","less than 50 cc of thin, clear, straw-colored fluid"
C0152107,Postmyocardial infarction syndrome
C1326080,muscle cell differentiation
C4086564,Mass Effect
C0024586,Malignant Carcinoid Syndrome
C0577749,Phytochemicals
C0007093,Carcinoid Heart Disease
C0225808,Right side of heart
C0920994,Pulmonary vascular system
C0007095,Carcinoid Tumor
C0020361,Hydroxyindoleacetic Acid
C0014707,ergot alkaloids
C0301951,Chronic arterial allograft rejection
C2263229,cardiac development
C0027055,Myocardial Reperfusion Injury
C0026340,"Models, Cardiovascular"
C1964018,Vascular Grafting (surgical procedure)
C1709607,Postcondition
C1423592,PDE4DIP gene
C0872278,Stem Cell Therapy
C0152021,Congenital heart disease
C0154286,Iron deficiency anemia secondary to chronic blood loss
C2717961,Thrombotic Microangiopathies
C0023510,Leukocyte Disorders
C0427457,Red blood cell count low (finding)
C0553720,Spherocytosis
C0013902,"Elliptocytosis, Hereditary"
C1333652,G6PD gene
C0017801,Glutamate-Ammonia Ligase
C0221021,Microangiopathic hemolytic anemia
C0014822,Erythropoietin
C0333276,Acute hemorrhage
C0035286,Reticulocytes
C0206161,Reticulocyte count (procedure)
C0474535,Mean corpuscular hemoglobin concentration determination
C0019029,Hemoglobin concentration result
C0014779,Erythrocyte Indices
C5194182,Microcytic anemia
C0202113,Lactate dehydrogenase measurement
C0009961,Coombs Test
C0005957,Bone Marrow Examination
C3278865,Pigment gallstones
C1334171,Ineffective hematopoiesis
C0158995,Congenital anemia
C0392708,Ineffective erythropoiesis
C0333278,Chronic hemorrhage
C0014800,Erythroid hyperplasia
C0206160,Reticulocytosis
C0312854,Extravascular Hemolysis
C0037888,Spherocytes
C0235574,Intravascular hemolysis
C0235573,Hemoglobinemia
C0019048,Hemoglobinuria
C2721579,Hemosiderinuria
C0018595,Haptoglobins
C0010412,Cold Therapy
C2753785,retrograde extension
C4524504,Encase
C0025063,Mediastinal Neoplasms
C0280089,Carcinoid tumor of lung
C0039241,Tachykinin
C0003620,Appetite Depressants
C0149931,Migraine Disorders
C1154461,serotonin metabolism
C0302189,Cell Therapy
C0034155,"Purpura, Thrombotic Thrombocytopenic"
C0795677,"von Willebrand factor, human"
C1855067,B lymphocytopenia
C0193842,Biopsy of lymph node
C1527405,Erythrocytosis
C0019045,Hemoglobinopathies
C0034902,Pure Red-Cell Aplasia
C0443301,Sequestration
C0002890,Leukoerythroblastic Anemia
C0858867,Reticulocytopenia
C2346871,Attoliter
C1510992,Average
C0439213,picogram
C2316467,Packed red blood cells
C0439208,gram
C0019047,Abnormal Hemoglobins
C0238158,Secondary hemochromatosis
C1317572,normocytic
C1317571,normochromic
C0450235,Evaluation of iron stores procedure
C1157477,hemoglobin biosynthetic process
C0014819,Erythropoiesis
C0442123,Intravascular
C2346827,Antibody Coated Plate
C0229689,Splenic sinusoid
C0301911,"Complement fixation, function"
C0009054,Clostridium
C1149302,hemoglobin binding
C0221278,Anisocytosis
C0014762,Erythroblasts
C0193997,Partial splenectomy
C0019043,"Hemoglobin, Sickle"
C0019016,Hemoglobin A
C0032521,Polymers
C0596233,release of sequestered calcium ion into cytoplasm
C1515655,In Vivo
C0015936,Fetal Hemoglobin
C0277698,"Victim, pedestrian in vehicular AND/OR traffic accident (finding)"
C4289278,Feel Worn Out or Sluggish
C0037054,Sickle Cell Trait
C0033117,Priapism
C0597277,potassium ion
C4727002,Chronic Hemolysis
C4321377,Relational and Item-Specific Encoding Task
C0549410,Palmar-plantar erythrodysesthesia syndrome
C0742343,Acute Chest Syndrome
C1709770,Pulmonary Dysfunction
C0339467,Proliferative retinopathy
C0302111,Aplastic crisis
C0032269,Pneumococcal Infections
C0020402,hydroxyurea
C1515999,Anti-inflammatory effect
C0149615,Allogeneic bone marrow transplantation
C2959953,Tetum Language
C0019026,Hemoglobin H
C0017645,Globin
C3161174,Hemoglobin H Disease
C0472767,Beta thalassemia intermedia
C0007974,Chelating Agents
C3277906,Cardiac dysfunction
C0013855,Electrophoresis
C0085403,Oxidants
C2939465,Deficiency of glucose-6-phosphate dehydrogenase
C0017757,Glucosephosphate Dehydrogenase
C0003374,Antimalarials
C0033126,primaquine
C0051926,Ankyrins
C5569624,Band 3
C1167317,vesicle membrane
C0085273,Erythema Infectiosum
C0033613,Protective Agents
C0750490,Associate - relationship
C0596988,Mutant
C0019034,Hemoglobin SC Disease
C0221283,Drepanocyte (cell)
C0221281,Poikilocytosis
C0231225,Pain crisis
C1166795,Spindle
C0205081,Moderate (severity modifier)
C0018935,Hematocrit procedure
C3242656,dependent young children
C0877326,Bone infarction
C1160208,sperm retention
C0427386,Bacterial killing test
C0152491,Salmonella osteomyelitis
C0162658,Cell Size
C4319723,Precipitate
C0008653,"Chromosomes, Human, Pair 11"
C1553877,Deleted - ConceptStatus
C0444186,Smear test
C0333912,Hypochromatism
C0312829,erythropoietic
C0443157,Bony
C1845062,Mild hypochromic microcytic anemia
C2717795,Teaching Rounds
C0200898,DNA analysis
C1821973,Vulnerability
C0243092,Cellular Structures
C0018871,Heinz bodies
C0427483,Finding of bite cells
C4016514,G6PD MEDITERRANEAN PHENOTYPE
C1418558,PIGA gene
C0070803,Phosphatidylinositol Glycan
C0883990,Abdominal vessels
C0272118,Warm autoimmune hemolytic anemia
C3154915,low-affinity IgM receptor activity
C0001801,agglutination
C0056097,cold agglutinins
C0032150,Plasmodium falciparum
C0032153,Plasmodium malariae
C0032154,Plasmodium vivax
C0085324,Plasmodium knowlesi
C0320744,Plasmodium ovale
C0562648,Sporozoites
C0562656,Schizonts
C0444659,Merozoites
C0686869,Kingdom Protozoa gametocyte
C0871354,sexual reproduction
C0686882,Trophozoite
C0024537,"Malaria, Vivax"
C0024535,"Malaria, Falciparum"
C0024536,Quartan malaria
C0024534,"Malaria, Cerebral"
C0005681,Blackwater Fever
C2825943,Interceptive Treatment
C2826635,Vital Signs Clinical Significance
C3821173,sequestering of iron ion
C0696113,Serum ferritin measurement
C0036810,Serum iron level result
C0085639,Falls
C1414086,DMRT1 gene
C0915115,metal transporting protein 1
C0337439,Iron measurement
C0025323,Menorrhagia
C0005508,Biological Availability
C0031873,Pica Disease
C0679228,Diagnostic Criteria
C0032181,Platelet Count measurement
C5420133,Bone Marrow Response
C1860320,Bone marrow hypercellularity
C4330015,G6PD-Deficient Erythrocytes Count
C0743284,Drug Exposure
C0026068,Middle East
C5420267,PIGA Deficiency
C0025306,Meningococcemia
C0026936,Mycoplasma Infections
C1858586,Mild anemia
C0872192,immunogenic
C1817969,T cell tolerance induction
C0031809,Physical Examination
C0205404,Serious
C0700140,engorged
C0002884,Hypochromic anemia
C0596803,iron metabolism
C0010798,Cytochromes
300 to 350 µg/dl,300 to 350 µg/dl
C2699518,Absorbable
C0288148,"solute carrier family 11- (proton-coupled divalent metal ion transporters), member 2"
C0596156,basolateral membrane
C1415510,HEPH gene
C0007841,Ceruloplasmin
C0017118,Gastrectomy
C0428545,Serum transferrin measurement
C1516691,Cognitive
C3840868,Spooning
C0055863,clay
C0302870,microcytic
C4698769,Hypochromic
C1277709,Transferrin saturation measurement
C0870668,hospitalized patients
