cui,umls_concept
C0580247,enteropathogenic escherichia coli
C4048836,salmonella enterica subsp enterica serovar typhi
C0036957,shigella flexneri
C0001075,achlorhydria
C5139166,clostridium difficile enteritis
C0031133,peristalsis
C0035870,rotavirus
C0004590,bacillus cereus
C0014372,enterotoxins
C0016479,food poisoning
C0580797,enterotoxigenic escherichia coli
C0015309,exotoxins
C0036111,salmonella
C0006813,campylobacter
C0036125,salmonella typhi
C1265431,hydatid cyst organism
C0015648,fasciola hepatica
C0321793,lung trematode
C0021585,insecta
C0003704,arachnida invertebrate
C0015256,excoriation
C0282508,ixodes dammini
C0225377,structure of upper respiratory tract cavity
C0149778,soft tissue infection
C0338237,antibiotic therapy
C1260957,blue color
C0023237,legionella
C0597258,genus pneumocystis
C0002642,amoeba genus
C0021345,infectious mononucleosis
C0018081,gonorrhea
C0008149,chlamydia infections
C0439858,conventional
C0005670,bk virus
C0729531,viral respiratory infection
C0599752,intestinal bacteria
C0026922,mycobacterium leprae
C0042765,virulence
C0074447,shiga toxin
C0041573,uganda
1947,1947
C0338666,drug abuser
C0004576,babesiosis
C0003862,arthralgia
C0016253,florida
C0027573,neisseria gonorrhoeae
C0023122,latin america
C0871222,reality
C0004589,bacillus anthracis
C0006055,botulinum toxins
C0043408,yersinia pestis
C0729756,variola major virus
C0016677,francisella tularensis
C0006303,brucella
C0033818,burkholderia mallei
C0033819,burkholderia pseudomallei
C0008150,chlamydophila psittaci
C0010240,coxiella burnetii
C0035587,rickettsia prowazekii
C0014078,venezuelan equine encephalomyelitis
C0153065,encephalomyelitis eastern equine
C0153064,encephalomyelitis western equine
C0085319,cryptosporidium parvum
C0019092,hantavirus
C0336663,weapons
C3537093,respiratory secretion alteration
C0043084,weaning
C0872021,bioterrorism
C0026126,military personnel
C0489451,body surface
C4045969,physical barriers
C0016397,focal infection
C0243026,sepsis
C0043395,yellow fever
C0023281,leishmaniasis
C0030635,pasteurella
C0034494,rabies disorder
C1708335,healthy volunteers
C1881203,infectious dose
C0599921,mucosaassociated lymphoid tissue
C0545876,lumen of intestine
C0238106,clostridium difficile colitis
C0544420,digestive enzymes
C0239182,watery diarrhea
C1707628,damage of vaginal mucosa
C0229792,lymph node of mesentery
C0226875,lower gastrointestinal tract
C0010709,cyst
C1318418,brush border
C1744526,cryptosporidium
C4700060,e histolytica
C0012563,genus diphyllobothrium
C0012751,distance
C0597404,respiratory viruses
C0018909,hemagglutinin
C0026941,mycoplasma pneumoniae
C0006017,bordetella pertussis
C0302507,parainfluenza virus infections
C4267729,respiratory pathogens
C0002808,science of anatomy
C0178879,urinary tract obstruction
C0232483,reflux
C0020197,hyaluronidase
C0205622,microinvasive tumor
C0205125,deep qualifier value
C0041228,african trypanosomiasis
C0004572,babesia
C0314768,bacterial exotoxin
C0919293,host factor 1 protein
C0025011,measles virus
C0036316,schistosoma haematobium
C0038028,spores bacterial
C1519280,sexually transmitted agents
C0026783,mumps virus
C0376325,hepatitis a virus
C2677180,congenital microcephaly
C0009770,inclusion conjunctivitis
C1136170,virulence factors
C0026687,mucociliary clearance
C0012240,gastrointestinal system
C0242732,tropism
C0054954,cd36 antigens
C0028944,oligodendroglia
C1257893,pathogenicity islands
C0014290,enhancer elements genetic
C0006968,carbapenems
C1157196,extracellular polysaccharide biosynthetic process
C0081786,microbial biofilms
C1325881,biofilm formation
C0157749,arthropathy associated with infection
C0243040,adhesins bacterial
C2945724,fprotein
C0039444,teichoic acids
C0031921,bacterial fimbria
gal(α1–4)gal moiety,galα1–4gal moiety
C0003319,antigenic variation
C0023767,lipid a
C0069180,o antigens
C0108768,cd14 antigen
C0682610,enterocytes
C0554101,villous atrophy
C2244382,channelforming ionophore activity
C0506994,goblet cells
C0231830,ciliary action
C0004600,back
C0011167,deglutition
C0458579,lower respiratory tract structure
C0031354,pharyngeal structure
C1537068,virus internalization
C0008778,cilia
C0041967,urethra
C0227598,urothelium
C0520575,acute pyelonephritis
C0085697,chronic pyelonephritis
C0445727,olsenella uli
C0006852,candidiasis of vagina
C0004610,bacteremia
C5234945,immune status
C0010692,cystitis
C0149667,desquamated skin
C5420372,respiratory droplets
C0016976,gallbladder
C0021948,invertebrates
C0027551,needle device
C0034896,rectum
C0521367,oropharyngeal
C0015928,fetal development of the mammalian embryo or fetus
C0043528,zoonoses
C3887843,microbiota environment
C1545500,influenza virus a hemagglutinin
C0270612,leukoencephalopathy
C1157858,coenzyme a catabolic process
C0815048,toxic proteins
C1313790,tapbp protein human
C0079868,mutagenesis insertional
C1179412,cell cluster
C0314752,gramnegative bacillus
C0441134,vascular catheters
C0481488,has artificial joint
C1449624,neuroepithelial cells
C0563199,bacterial cell
C0009118,coagulase
C0015268,exfoliative toxins
C0051962,anthrax toxin
C0027934,neurotoxins
C0039614,tetanus
C0059036,peptide elongation factor 1
C0001492,adenylate cyclase
C0023092,lassa fever
C1817908,cellular immune response
C0006033,borrelia
C1335239,ppbp gene
C5670764,atic gene rearrangement
C0678936,gene recombination
C0580795,enteroinvasive escherichia coli
C0023861,listeria monocytogenes
C0065082,hlya protein listeria monocytogenes
C4277608,alkb enzymes
C5137598,receptor decoy activity
C3203360,suppuration
C0037973,order spirochaetales
C0319941,histoplasma capsulatum
C0276622,acute viral hepatitis
C0149985,syphilis secondary
C0450363,threedimensional
C0333740,abnormal number of nucleoli
C0009663,condylomata acuminata
C0009063,clostridium perfringens
C0240821,pseudomembrane
C0276926,schistosoma hematobium infection
C5139077,infection due to encapsulated bacteria
C0253050,stat3 protein
C0596032,acquired immunodeficiencies
C4527217,infiltrative tumor margin
C0472699,hemopoietic stem cell transplant
C0597385,respiratory airway clearance
C0022877,laboratory
C0010150,corynebacterium diphtheriae
C0948245,cytokine release syndrome
C1382398,increased capillary permeability finding
C0009055,clostridium botulinum
C0009064,clostridium tetani
C0006772,calmodulin
C0004587,genus bacillus
C0030657,pathogenicity aspects
C1159560,capsular polysaccharide transport
C1956061,cathelicidins
C5197907,bacterial outer membrane
C1418887,prf1 gene
C0599896,trafficking
C3178994,disease eradication
C1527180,dominant
C1334467,lymphoplasmacytic infiltrate
C0004044,asphyxia
C5195444,antibody deficiency
C0085396,neisseriaceae infections
C5436123,invasive infections
C5392099,virome
C4019321,type 3 secretion systems
C1154599,quorum sensing
C4690199,extracellular polymeric substance matrix
C1319405,clinical microbiology
C0039712,textbooks
C0085580,essential hypertension
C2985739,clinically significant indicator
C0872351,monolayer
C0009458,communications media
C1180562,external elastic lamina
C0042367,structure of vasa vasorum
C0226008,all large arteries
C0681018,elastic economic descriptor
C4022895,medial calcification of mediumsized arteries
C0034965,regional blood flow
C0035028,relaxation
C0013806,electroconvulsive therapy
C0796371,bat locus
C1879885,backflow
C0449379,connection
C0162574,glycation end products advanced
C2712122,normal blood pressure
C0015825,labyrinth fenestration
C0812425,sphase fraction
C1961121,congenital vascular anomaly
C0005136,berry aneurysm
C0035956,rupture spontaneous
C0003855,arteriovenous fistula
C0742747,highoutput congestive heart failure
C0016052,fibromuscular dysplasia
C1817007,cell wall thickening
C1272641,systemic arterial pressure
C1258192,total peripheral resistance
C1156281,sodium ion homeostasis
C0035094,renin
C0227650,juxtaglomerular cell
C0225356,myoepithelial cell
C0017654,glomerular filtration rate
C0003006,angiotensin i
C0003009,angiotensin ii
C0085552,health care costs
C0042210,vaccines
C2347175,acre usa survey
C0332140,diagnosis clinical
C0242264,electric capacitance
C0226002,structure of medium artery
C0225342,adventitia
C0020887,structure of iliac artery
C0039155,systole
C0012000,diastole
C0232108,arterial pulse pressure
C0035065,structure of renal artery
20 to 100 µm,20 to 100 µm
C0205361,steady
7 to 8 µm,7 to 8 µm
C1442199,blood or tissue
C0184252,medical valves
C0013832,electrolytes
C0596117,antithrombogenic surface
C1515974,anatomic site
C0008524,structure of choroid plexus
C0016107,filtration
C0004112,astrocytes
C2346807,anticoagulation factor unit
C1258027,endotheliumdependent relaxing factors
C0205112,basal
C0001516,adhesives
C5552990,receptivity
C0444454,access
C0004268,attention
C0020168,humor
C5667488,hyperperfusion
C0035096,reninangiotensin system
C0035280,retention psychology
C0226350,structure of afferent glomerular arteriole
C0022677,kidney tubules proximal
C0003017,angiotensinogen
C0003018,angiotensins
C3271396,aldosterone secretion
C0005974,bone resorption
C1144709,natriuretic peptides
C0042380,vascular resistance
C0027481,atrial natriuretic factor
C0155616,secondary hypertension
C0075233,aldosterone synthase
C0020268,hydrocortisone
17α,17α
C1384514,conn syndrome
C0001627,congenital adrenal hyperplasia
C0026457,monoamine oxidase inhibitors
C0221043,liddle syndrome
C0009085,statistical cluster
C0003011,receptor angiotensin ii
C3890554,physical inactivity
C0025945,microangiopathy diabetic
C0878486,arteriolosclerosis
C0003826,arts
C5237367,integrated
C2936380,neointima
C1368081,physical trauma
C0678234,stenosis morphology
C0231186,compensatory
C0264956,atheroma
C0449820,score
C0005824,blood pressure determination
C0013798,electrocardiogram
C0149721,left ventricular hypertrophy
C0279752,premenopausal menopausal status
C0279025,hormone therapy
C0079399,gender
C0023824,ldl cholesterol lipoproteins
C0023822,high density lipoprotein cholesterol
C0600511,pharmacologic actions
C1286104,dietary intake
C0013707,egg yolk dietary
C0522534,saturated
C0360714,hydroxymethylglutarylcoa reductase inhibitors
C1278080,serum homocysteine measurement
C0019880,homocystinuria
C1880179,convoluted shape
C0022675,structure of collecting tubule
C0225880,structure of myocardium of ventricle
C0022676,distal convoluted renal tubule structure
C4726015,sodium excretion rate
C0012797,diuresis
C1373187,renal elimination
C0225998,structure of afferent arteriole
C0011263,multiinfarct dementia
C0857121,hypertensive finding
C0035317,retinal hemorrhage
C0001621,adrenal gland diseases
C1819254,aldosterone metabolic process
C0001622,adrenal gland hyperfunction
C0686732,environmental risk factor
C0264637,benign hypertension disorder
C1293136,obliteration procedure
C0038449,stricture of artery
C0011382,dental occlusion
C0441127,balloon dilatation catheter
C0920104,complement factor test
C0085155,generic drugs
C0013764,elasticity
C5417748,transplantassociated thrombotic microangiopathy
C0038257,stent device
C0002996,angioplasty balloon
C0011750,developing countries
C0016390,foam cells
C0871208,rating action
C4324389,cardiovascular risk
C3658220,atrial remodeling
C1137094,risk reduction
C0036806,serum hdl
C0597423,saturated fat
C0024798,margarine
C0023821,high density lipoproteins
C0085298,sudden cardiac death
C2242817,homocysteine measurement
C0065058,lipoprotein a
C0085833,apoproteina
C5206406,clonal hematopoiesis
C3641258,new lesion progression
C4703473,atherosclerotic lesion
C3495426,homocysteinemia
C0332461,plaque lesion
C0598784,dyslipoproteinemias
C0428474,serum ldl cholesterol measurement
C0428472,serum hdl cholesterol measurement
C0020476,hyperlipoproteinemias
C0549399,low density lipoprotein increased
C2700592,decay action
C0333484,fatty streaks
C0562425,millicoulomb
turbulence at branch points,turbulence at branch points
C0025465,mesenteric arteries
C0334146,fibrous plaque
C0333227,microembolus
C1511545,critical
C0282116,collaboration
C0021775,intermittent claudication
C0001637,adrenergic agents
C0011389,dental plaque
C0392464,ventricular aneurysm
C1510412,pseudoaneurysm
C0238577,abdominal wall defect
C0242875,ventricular septal rupture
C0444505,peak level
C0002949,arterial dissection
C0032140,plasminogen
C1158918,lipoprotein modification
C3548511,melanocyte adhesion
C0337094,exit
C2347366,nonrandom sampling
C0003601,apoproteins
C0065059,lipoprotein receptor
C0589507,cognitive function initiation
C0032649,structure of popliteal artery
C0007276,internal carotid artery structure
C0003484,abdominal aorta structure
C1522460,thoracic aorta
C0599946,attenuation
C0332528,decreased thickness
C3640173,inner diameter
C0332520,circumference
C0008031,chest pain
C0340288,stable angina
C0156149,gastrointestinal tract vascular insufficiency
C0007786,brain ischemia
C0948089,acute coronary syndrome
C0443294,ruptured behavior
C1157968,collagen catabolic process
C0442696,waking
C0333099,fusiform aneurysm
C4020964,fibrous cardiac diverticulum
C5453901,intravascular space
C0012737,tissue dissection
C2713497,saccular aneurysm
C4329703,defective thyroglobulin synthesis
C0333490,medial degeneration
C0085808,aneurysm mycotic
C0153188,syphilis tertiary
C0205385,ascending
C0014100,endarteritis
C0162871,aortic aneurysm abdominal
C4732735,familial predisposition
C0271742,glucocorticoid deficiency with achalasia
C0024419,waldenstrom macroglobulinemia
C0003509,aortitis
C0007770,structure of cerebral artery
C0206058,elective surgical procedures
C0162872,aortic aneurysm thoracic
C1522619,esophageal
C0035561,bone structure of rib
C4025596,abnormality of connective tissue
C0007431,arterial catheterization
C0332463,narrowed structure
C0009171,cocaine abuse
C0007177,cardiac tamponade
C0439070,roman numeral iii
C5194360,cardiac involvement
C0003364,antihypertensive agents
C4510302,vasculitis due to and following viral infection
C2347126,microscopic polyarteritis
C0008728,eosinophilic granulomatosis with polyangiitis
C4510989,vasculitis of medium sized vessel
C5238790,medication for kawasaki disease
C0034152,henochschoenlein purpura
C0456981,specific antigen
C0151436,vasculitis leukocytoclastic cutaneous
C0018593,haptens
C0038418,streptokinase
C0013182,drug allergy
C0475208,titer
C1335267,prtn3 gene
C0033511,propylthiouracil
C2717865,antineutrophil cytoplasmic antibodyassociated vasculitis
C0003489,aortic arch structure
C0332161,attenuated by contextual qualifier
C4289684,dilated cystic spaces present
C0507851,wall of aorta
C0814002,neurogenesis
C0225957,structure of anulus fibrosus of aorta
C0024117,chronic obstructive airway disease
C0333205,mural thrombus
C0149783,steroid therapy
C0439818,bursting sensation quality
C0439508,per year
C0183336,sleeve
5%,5
C0232466,feeding difficulties
C0562483,persistent cough
blood splays apart the laminar planes of the media,blood splays apart the laminar planes of the media
C0439669,iatrogenic
C0596429,diagnostic catheterization
C0007202,cardiopulmonary bypass
C0032982,pregnancy trimesters
C0333285,intramural hemorrhage
C0003956,ascending aorta structure
C0029266,mental orientation
C0205166,long
C0011666,descending aorta
C0038530,structure of subclavian artery
C0230132,anterior chest wall structure
C0243111,manufactured apparatus
C0003504,aortic valve insufficiency
C0549186,obstructed
C0026976,myelitis transverse
